0,1,2,3,4,5,model/hub/LLM-Research/Llama-3___2-1B_correct,model/hub/LLM-Research/Llama-3___2-1B_choiceA_probs,model/hub/LLM-Research/Llama-3___2-1B_choiceB_probs,model/hub/LLM-Research/Llama-3___2-1B_choiceC_probs,model/hub/LLM-Research/Llama-3___2-1B_choiceD_probs,model/hub/LLM-Research/Llama-3___2-1B_choiceI don't know_probs
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.2846795,0.08284646,0.57957876,0.008202911,0.044692315
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.12764104,0.3751579,0.2723354,0.16778098,0.05708461
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.577803,0.08389328,0.31170133,0.025386892,0.0012155182
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.15315789,0.23536955,0.33192426,0.21263866,0.06690972
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.11670216,0.23028381,0.3376889,0.28214964,0.033175528
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.6719863,0.10225048,0.16727062,0.049832903,0.00865966
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.34124142,0.21023273,0.24965757,0.19749539,0.0013729547
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.5408111,0.121617705,0.25347307,0.068756424,0.015341631
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.75169593,0.07560005,0.123673424,0.031761963,0.01726868
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.12239414,0.24531887,0.31011212,0.30057096,0.021603847
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.33573216,0.19129442,0.3986918,0.072607175,0.0016745299
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.18903686,0.17483053,0.18179497,0.45347586,0.0008618423
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.11805806,0.22579196,0.3336989,0.28992262,0.032528415
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.4944702,0.103646584,0.34790325,0.04635362,0.0076263696
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.13048376,0.30816144,0.32295042,0.19435498,0.044049382
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.33251196,0.21135746,0.19395252,0.25494578,0.0072322553
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.113879405,0.2953807,0.37632477,0.19523472,0.01918042
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.625325,0.072954364,0.21275611,0.06191556,0.027048904
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.18530244,0.1420763,0.58430713,0.08617363,0.0021405264
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.12961084,0.18278058,0.39304,0.26803,0.026538564
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.51615334,0.10006089,0.33850163,0.03797883,0.0073052365
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.13902107,0.16900663,0.3605932,0.24020685,0.09117224
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.1776207,0.29514387,0.40341383,0.08324915,0.040572397
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.37571964,0.21575764,0.16935012,0.23882192,0.00035073678
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.2470846,0.13329215,0.4837682,0.07897299,0.05688211
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,True,0.14170548,0.18195343,0.35624754,0.31933823,0.00075531215
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.3610917,0.14363235,0.2747041,0.21901318,0.0015586491
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.54630893,0.10184959,0.3186592,0.030106682,0.0030755913
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,True,0.08371229,0.18718047,0.37225282,0.13801824,0.21883613
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.57939965,0.19407457,0.1866397,0.026471138,0.013414919
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.4750453,0.123922974,0.30195716,0.085170925,0.0139037715
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.7386687,0.06404187,0.16481927,0.026696622,0.0057735494
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.21531864,0.14683455,0.438367,0.1975875,0.0018922073
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.14532867,0.22508943,0.38289005,0.21646641,0.030225482
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.7809113,0.041711383,0.14787969,0.027354995,0.0021426086
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.59902805,0.118880756,0.26169598,0.019558959,0.00083618093
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.32832205,0.08498141,0.5287721,0.049957994,0.007966498
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.38830176,0.09009325,0.25866473,0.2526728,0.010267363
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.38483757,0.1350907,0.36721456,0.10854842,0.00430869
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.47600612,0.08736705,0.36782902,0.058199003,0.010598825
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.32940167,0.14278506,0.379139,0.14731754,0.0013567477
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.22155645,0.10143594,0.3076007,0.36814982,0.0012570936
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.5210615,0.1916878,0.25000802,0.016234167,0.021008573
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.27337405,0.064932026,0.6065068,0.015183601,0.040003464
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.72633255,0.06497129,0.19096124,0.0027776402,0.014957241
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.20783426,0.09008948,0.35631078,0.34534824,0.00041719704
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.35016373,0.12007161,0.2995109,0.22964299,0.00061069254
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,True,0.36102918,0.08508462,0.42539632,0.12283398,0.0056559537
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,True,0.27178928,0.12541014,0.4516193,0.1500963,0.0010850105
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.3691075,0.22040416,0.2852242,0.124605216,0.0006589965
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.3871117,0.14020257,0.33371115,0.123728335,0.015246321
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.7351782,0.054946657,0.17462012,0.024004417,0.011250644
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.18995972,0.22382723,0.3206177,0.26373294,0.0018622995
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,True,0.30670732,0.2503272,0.37578565,0.06581392,0.0013659244
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.44184515,0.09630517,0.4316098,0.027591893,0.0026479135
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.118584126,0.2510426,0.31487796,0.2912145,0.02428078
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.12793334,0.24088554,0.31172904,0.30213815,0.017313896
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.2882368,0.1530814,0.23342128,0.32407334,0.0011871968
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.3862176,0.17138302,0.3462032,0.09102083,0.0051753186
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.1249652,0.14724499,0.5020302,0.22277455,0.0029851808
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,True,0.0887404,0.22309335,0.43339637,0.18933685,0.06543306
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.2166505,0.03145626,0.69391394,0.029782187,0.028197207
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.58729506,0.06046652,0.08729362,0.2626546,0.0022902302
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.29489973,0.18599093,0.34477273,0.17201349,0.0023230603
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.6074093,0.1186752,0.16999437,0.031940997,0.07198015
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.13982806,0.26534703,0.32765985,0.23785552,0.029309554
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.25693053,0.19394135,0.34037766,0.20324878,0.005501692
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.5896756,0.08495083,0.25361633,0.049940016,0.021817176
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.55682194,0.08472689,0.32479137,0.02584024,0.007819499
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.23949762,0.19547226,0.2934386,0.27138636,0.00020516175
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.7371853,0.09519851,0.13320667,0.026025824,0.008383595
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.12716632,0.47248015,0.22669844,0.027287623,0.14636752
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.41318336,0.113843985,0.35618633,0.10611427,0.010672192
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.32147962,0.096525684,0.47884244,0.100370824,0.0027813436
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.14859886,0.2649061,0.39150587,0.19380945,0.0011797623
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.40756586,0.20018962,0.27362677,0.104671575,0.013946136
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.24147773,0.11586228,0.39195704,0.24720421,0.0034987377
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.5849269,0.14559981,0.2255094,0.034582987,0.009380888
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.07301807,0.18213886,0.33500463,0.1364157,0.2734228
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.70566374,0.051923104,0.18265085,0.051923104,0.007839216
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.09256548,0.15381163,0.40841803,0.11610312,0.22910175
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.2358021,0.2529787,0.45452043,0.05557205,0.0011266436
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,True,0.09975757,0.27329597,0.45768464,0.14068072,0.028581021
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,True,0.053324778,0.57329535,0.22804114,0.1427045,0.0026342238
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.638144,0.104174145,0.19768779,0.04376684,0.016227202
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.49058598,0.05656805,0.36173543,0.07464833,0.01646224
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.54227,0.06326464,0.32128435,0.06277231,0.01040867
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.30427277,0.0793743,0.3090644,0.040858388,0.26643014
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,True,0.3196493,0.26707697,0.3916425,0.01860582,0.0030254754
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.2718211,0.09541818,0.57096714,0.029329143,0.032464404
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.5223647,0.20616534,0.23179792,0.039347343,0.00032483222
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.104565226,0.3025695,0.3977201,0.10214297,0.09300223
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.42604893,0.16170993,0.23713194,0.17079973,0.0043094237
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,True,0.45016086,0.11381849,0.3645514,0.06638973,0.005079587
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.6860265,0.14836363,0.12690215,0.027444514,0.011263206
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.12196981,0.28805417,0.20747763,0.38160977,0.00088860583
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.113379054,0.23630226,0.3332396,0.2872705,0.029808668
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.19125909,0.14436993,0.2553644,0.40807113,0.00093549123
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,True,0.12042584,0.26098725,0.30512503,0.2844078,0.029054087
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.40460074,0.13135463,0.40777406,0.052659057,0.0036115996
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.70905906,0.15454747,0.09596071,0.024644747,0.015788017
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.28441483,0.07654921,0.3623539,0.2756643,0.0010177775
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,False,0.44964117,0.250263,0.15418257,0.14371395,0.0021992961
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,True,0.5310296,0.09595509,0.33230984,0.038168296,0.0025372168
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.25998682,0.17868616,0.29691428,0.26408103,0.0003317308
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.3364689,0.36380965,0.28333524,0.015372317,0.0010139141
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.7460594,0.10748006,0.10176007,0.025728974,0.018971356
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.80092657,0.03129886,0.11271154,0.012945772,0.042117223
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,False,0.6917065,0.08523496,0.19207995,0.011356459,0.019622203
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.21482447,0.32248974,0.44773266,0.013207156,0.0017459893
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.2483413,0.20428,0.28808096,0.2582341,0.0010636209
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,True,0.09863147,0.14018358,0.4560673,0.3038063,0.0013113772
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.3217644,0.17222808,0.29296982,0.20293428,0.010103502
Sound travels in,solids,liquids,gases,All of these,D,False,0.769823,0.060770113,0.121803686,0.011598179,0.036005102
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.07590942,0.15394141,0.4087626,0.09746963,0.26391697
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.101356134,0.26085192,0.3565423,0.2548093,0.026440326
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.11019069,0.3066325,0.3937239,0.14827779,0.041175254
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.7096265,0.086087465,0.1453001,0.013621015,0.0453649
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.35228065,0.12463203,0.24980439,0.2722214,0.0010615612
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.28626102,0.0846186,0.30952197,0.31439623,0.005202252
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.26969558,0.20199266,0.3153061,0.2116865,0.0013191418
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.5670969,0.08169806,0.2536214,0.073808044,0.02377549
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.12848254,0.21349332,0.34116134,0.24191962,0.0749432
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.38083512,0.16000083,0.40224203,0.05113934,0.0057826755
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,False,0.1166939,0.23207352,0.33242998,0.29108542,0.02771723
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.71383077,0.06092895,0.2093659,0.012186556,0.0036877661
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.3656692,0.34892398,0.24936472,0.0295506,0.0064914054
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.11432427,0.17985733,0.4557076,0.15384012,0.09627069
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,True,0.4283298,0.09707835,0.24596912,0.22571395,0.0029086992
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.39311928,0.14017099,0.36357588,0.08703415,0.016099699
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.1067062,0.31362697,0.31362697,0.18293701,0.083102874
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.110120595,0.23495373,0.32875937,0.3112631,0.014903202
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.3476248,0.10938499,0.33430752,0.20757625,0.0011064137
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.51366043,0.13504729,0.3265024,0.017576493,0.0072133783
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.14945698,0.15541066,0.4159005,0.27704945,0.0021824455
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.08029046,0.17537048,0.40774858,0.26950535,0.06708519
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.31974748,0.12918966,0.4799978,0.06102488,0.0100401705
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.2026105,0.15413792,0.5507524,0.08380334,0.008695867
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,False,0.33857334,0.109063275,0.3989369,0.14336099,0.01006552
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.12365553,0.27220684,0.31576547,0.26383194,0.024540192
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.44577977,0.059394408,0.41551244,0.07164333,0.0076700645
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.13628647,0.24678293,0.30473623,0.2774655,0.03472888
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.38440016,0.2641941,0.33137363,0.016757932,0.0032741528
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.3138618,0.29484588,0.3845515,0.0030292883,0.0037115617
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.50488853,0.06319421,0.31349242,0.11532742,0.0030974762
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.07284827,0.19192962,0.34483507,0.123919085,0.2664679
