0,1,2,3,4,5,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_correct,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceA_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceB_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceC_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceD_probs
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.9207897,1.6658628e-19,1.3798296e-38,0.07921033
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.65577704,7.557155e-19,6.007128e-39,0.34422296
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.95679593,1.6646904e-19,1.19295e-40,0.043204036
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.89552265,1.642208e-20,1.277824e-39,0.10447732
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,True,0.7394224,1.664843e-19,3.91188e-40,0.26057756
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,True,0.95239735,2.0783906e-19,6.07773e-40,0.047602657
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.8086723,1.0134069e-19,1.705348e-39,0.19132768
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.9695556,2.2347665e-19,7.6402e-40,0.030444348
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,True,0.34820172,3.225231e-17,5.382e-41,0.6517983
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.96538115,3.2123717e-19,2.95588e-40,0.03461884
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.99010193,7.294109e-20,7.92497e-40,0.009898064
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.9797453,3.665507e-19,3.94325e-40,0.02025469
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.5165954,6.512854e-19,2.603168e-39,0.48340452
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.452294,1.9140138e-18,4.939378e-39,0.547706
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.9522199,3.5625265e-19,8.2883e-41,0.047780063
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,True,0.97262347,1.3386624e-19,1.366322e-39,0.027376488
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.6334103,1.7207813e-17,3.0520558e-38,0.36658975
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.9401336,2.083936e-19,1.0264e-40,0.059866417
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,True,0.49804685,9.687202e-19,1.665303e-39,0.50195307
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.98445636,2.2643463e-20,7.34477e-40,0.015543648
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.99090964,2.5625618e-20,5.3137e-41,0.009090384
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.7879312,1.1499041e-19,1.58839e-40,0.21206881
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.96295285,1.8837057e-19,2.9193e-41,0.03704717
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.90829307,2.0691694e-19,3.374845e-39,0.09170697
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.891055,4.116559e-19,1.166748e-39,0.10894506
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,True,0.73411953,1.3285418e-17,3.1216723e-38,0.26588047
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.9967269,1.1284424e-19,1.88019e-40,0.0032730647
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.8984106,3.090912e-18,4.544887e-39,0.10158945
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.95961094,4.600199e-20,6.62136e-40,0.04038907
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.88875884,3.533172e-18,2.93093e-40,0.11124121
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.34775856,1.3164007e-19,9.23443e-40,0.6522414
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.9181873,1.8426004e-18,7.52364e-40,0.08181272
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.42155182,4.354639e-19,2.379032e-39,0.5784482
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.8080672,1.4059233e-19,5.44655e-40,0.19193278
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.9566342,8.9089394e-20,2.321984e-39,0.0433658
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.9809491,2.8522044e-20,2.00079e-40,0.0190509
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.5794004,2.4423428e-18,9.66567e-40,0.42059958
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.55929005,1.745168e-18,1.1257703e-37,0.44070995
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,True,0.9500415,2.5802007e-19,6.86994e-40,0.049958523
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.88875884,1.3072244e-19,4.109732e-39,0.11124121
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.7634837,1.4506049e-18,1.049887e-38,0.23651622
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.9933072,3.916894e-20,3.11352e-40,0.006692851
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.57654196,4.823065e-19,1.15771e-40,0.423458
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.7833262,4.539075e-19,1.551815e-39,0.21667379
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.9053223,1.3660334e-18,1.946823e-39,0.0946777
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.82275945,7.7992327e-19,1.183205e-39,0.17724052
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.9296961,3.6168165e-19,3.361194e-39,0.07030384
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.78133065,9.289849e-19,4.919094e-39,0.21866938
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.9932811,2.1507416e-19,9.0607e-41,0.0067188703
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.95775455,8.78109e-20,1.87865e-40,0.042245496
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.66104823,3.0659103e-19,1.081442e-39,0.33895183
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.98662347,5.7171043e-19,3.29201e-40,0.013376605
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.94458723,1.257805e-18,3.049279e-39,0.055412795
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.86748546,2.6489087e-19,2.51477e-40,0.13251455
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.7620701,8.0274647e-19,4.816612e-39,0.23792991
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,True,0.8233284,8.290533e-20,3.8741e-40,0.1766716
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.9500415,6.411052e-19,1.460056e-39,0.049958523
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.97737074,1.5211058e-20,8.65934e-40,0.0226292
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.78727776,1.5951597e-19,4.81272e-40,0.21272226
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.64779824,8.727712e-19,1.2562362e-38,0.3522018
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.8812066,1.7577943e-19,8.74382e-40,0.1187934
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.9838472,1.8364459e-19,3.46727e-40,0.016152835
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.73866904,2.165243e-18,1.033623e-39,0.2613309
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.9341553,1.0997322e-19,1.158086e-39,0.0658447
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.9079672,3.8631774e-21,7.6002e-41,0.09203287
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,False,0.9859364,3.8356096e-19,7.1703e-41,0.0140636265
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,True,0.95679593,2.4602528e-19,1.476192e-39,0.043204036
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.85729086,1.2635938e-18,7.58177e-39,0.14270912
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.99835473,8.647998e-21,2.1632e-41,0.0016452717
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.96080494,4.0647125e-20,1.2124275e-38,0.03919514
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.966156,9.412424e-19,1.221382e-39,0.03384404
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.9738444,6.53231e-20,2.86756e-40,0.026155619
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.87914675,2.1147171e-21,8.89543e-40,0.12085323
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.79565805,1.3289008e-18,2.67083e-39,0.20434189
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.97997653,3.2229477e-19,6.89526e-40,0.020023443
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.7264256,9.466011e-20,5.01237e-40,0.27357438
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.96741027,2.5465365e-19,4.11246e-40,0.032589745
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.9219218,2.0118846e-19,1.134026e-39,0.078078166
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.9737447,1.6941789e-19,1.151886e-39,0.0262553
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.7599387,9.962401e-19,2.6789763e-38,0.24006124
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.98235554,6.5755612e-21,9.083e-42,0.017644463
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.97423947,4.2192874e-20,9.0269e-41,0.02576056
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.87234735,3.4203288e-19,5.8798e-40,0.12765263
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.9184803,8.115448e-19,6.59001e-40,0.08151975
