0,1,2,3,4,5,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_correct,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceA_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceB_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceC_probs,/data/data_public/dtw_data/LLM-Explore/LMFlow/output_models/finetuned_MMLU_llama3_1b_choiceD_probs
"What makes a relationships last, according to Sternberg?",intimacy,commitment,decision,passion,B,False,3.5828176e-08,1.7201029e-17,1.3e-44,1.0
The position that abortion is murder is held by certain people in which religion?,Orthodox Jews,Fundamentalist Protestants,Eastern Orthodox Christians,all of the above,D,True,4.596622e-07,5.7737465e-17,2.5e-44,0.9999995
"Orders of monks and nuns found both in Eastern religions and in Christianity who affirm celibacy, virginity, and poverty follow the ethical system of:",legalism,asceticism,situationism,hedonism,B,False,3.643337e-07,4.8517712e-18,8e-45,0.99999964
Ovaries and testes,are homologous,produce gametes,produce sex hormones,all of the above,D,True,1.5746501e-07,1.4944512e-17,1.77e-43,0.9999999
Simon LeVay studied the brains of heterosexuals and homosexuals. He found differences in:,the cortical activity of these two groups,the overall brain weights of these two groups,the cell structure in the hypothalamus of these two groups,blood volume and metabolism of sugars in the brains of these two groups,C,False,1.5201066e-06,4.5128446e-19,1.11e-43,0.99999845
"Which of the following theories uses terms such as ""modelling"" and ""imitation"" to explain the effects of exposure to erotica on a person's behaviour?",sociobiology,psychoanalytic theory,script theory,social learning theory,D,True,9.312671e-07,2.5567022e-18,9.8e-44,0.99999905
"________ men, on the average, begin engaging in sexual intercourse approximately two years later than ________ men do.",Mexican Americans and whites; African Americans,Mexican Americans; African Americans and whites,African Americans; whites and Latinos,Whites; African Americans and Latinos,A,False,1.1837977e-08,2.8139004e-17,1e-45,1.0
"In the scientific community, women's capacity for multiple orgasms was originally discovered by:",Kinsey,Freud,Masters and Johnson,Kaplan,A,False,1.3627461e-07,9.519301e-17,4e-45,0.9999999
Which of the following characteristics are generally consistent with date rape?,use of excessive force,premeditated,sexually motivated,involves use of a weapon,C,False,7.179754e-06,1.1129113e-16,1.3e-43,0.99999285
"According to John Money, __________ refers to a person's private internal sense of maleness or femaleness.",Gender identity,Sexual nomenclature,Gender schema,Intrapsychic sexual orientation,A,False,2.927504e-07,7.953673e-17,8e-45,0.99999976
The average male genital size is approximately,4 inches,5 inches,7 inches,1 foot,B,False,4.600429e-08,2.4832584e-17,5.7e-44,1.0
People who cannot reach orgasm without touching a woman's shoe would certainly be considered sexually abnormal or deviant by which of the following definitions?,psychological,sociological,statistical,b and c,D,True,3.7650482e-06,8.9425225e-17,7e-44,0.9999962
"If a woman or man repeatedly experiences pain during intercourse, she will probably want to have intercourse infrequently or not all. In this situation, __________ would likely classify the pain as a punishment.",Sigmund Freud,John Money,B. F. Skinner,Havelock Ellis,C,False,4.1229982e-06,3.536835e-16,2.54e-43,0.9999958
"What seems to be the case when the folk saying ""opposites attract"" (i.e., dissimilar attitudes tend to cause liking) when it is considered in light of current research?",It does not seem to be true.,It seems to be true for heterosexuals but not for homosexuals.,It seems to be true for homosexuals but not for heterosexuals.,It seems to be true for women but not for men,A,False,2.6309986e-06,1.512515e-15,1e-44,0.9999974
The egg can be fertilized until about _______ after ovulation.,6 hours,24 hours,72 hours,1 week,B,False,8.9734175e-07,2.6434123e-17,1.18e-43,0.99999905
"After releasing an egg, the follicle, under stimulation of luteinizing hormone, turns into a a glandular mass of cells called the __________",corpus cavernosum,corpus luteum,corpus callosum,corpus glandula,B,False,1.0578432e-06,8.735394e-17,1.8e-44,0.9999989
How is endometriosis generally treated?,antiprosaglandin drugs,prostaglandin drugs,hormones,aspirin,C,False,1.0945103e-05,7.785695e-16,8.8e-43,0.99998903
"Before the Masters and Johnson research, it was thought that vaginal lubrication was due to secretions of",Cowper's gland,Prostate gland,Bartholin glands,Adrenal gland,C,False,5.321771e-07,2.1119485e-16,5.6e-44,0.9999995
Buffy and Willow were discussing their sexual fantasies. Buffy revealed that she sometimes fantasizes about sex with other women even though she normally finds herself attracted to men. She also fantasizes about group sex. Which of the following statements can be inferred from Buffy's fantasies?,Buffy's fantasies suggest that she must be a latent homosexual or bisexual.,Buffy's fantasies are indicative of a paraphilia.,Buffy's fantasies indicate that she is not getting enough sex to keep her satisfied.,Buffy's fantasies are fairly typical and tell us little about her sexual tendencies.,D,True,2.5466403e-05,7.018914e-17,1e-45,0.9999745
The environment for sperm passage is most hospitable just at,preovulation,proliferation,ovulation,menstruation,C,False,2.7420901e-07,1.6447875e-16,1.2e-43,0.99999976
Secretions of Cowper's gland fluid at the tip of the penis are first evident:,following orgasm,immediately before orgasm,prior to vasocongestion,during the plateau phase,D,True,8.033907e-07,2.5027327e-17,1.02e-43,0.99999917
Which of the following restrictions existed in at least one culture? No sex,for a period of time following childbirth,during menstruation,between parents and children,all of the above,D,True,6.384894e-07,9.352031e-18,7e-45,0.9999994
Which of the following teenagers have the highest pregnancy rates?,U.S.,Canadian,Swedish,French,A,False,2.2777168e-07,1.8891629e-17,1.4e-44,0.99999976
The onset (the very beginning) of labor is first triggered by,hormones secreted by the Mother's ovaries,hormones secreted by the Mother's hypothalamus,hormones secreted by the fetus' adrenal gland,the placenta and uterus secretion of prostaglandins,C,False,5.122898e-07,1.2584536e-17,8.8e-43,0.9999995
One of the first models of the physiology of the human sexual response was provided by,Henry Havelock Ellis,Sigmund Freud,Linda George and Stephen Weiler,William Masters and Virginia Johnson,D,True,6.876118e-07,1.4484708e-17,1e-45,0.9999993
"An adult feels himself becoming aroused when looking at a child and realizes that the response is totally inappropriate, as a result he feels anxiety rather than arousal. This is an example of __________ according to Walen and Roth's cognitive model of the sexual response.",negative perception,negative evaluation,negative arousal,cognitive dissonance,B,False,4.1689557e-07,5.4549927e-18,3e-45,0.99999964
We are attracted to a person who is similar to us in attitudes because:,we get positive reinforcement from that person agreeing with us,the other person's agreement bolsters our sense of rightness,we anticipate positive interactions with that person,all of the above,D,True,1.1644807e-07,1.8415251e-18,3e-45,0.9999999
"According to the Ethnocultural Communities Facing AIDS study, single _________ men are more likely than single _________ to report having had more than one sexual partner in the previous year.",Chinese; North African Muslim,South Asian; English-speaking Caribbean,South Asian; Chinese,North African Muslim; Latin American,B,False,7.4731595e-08,2.091113e-17,5.2e-44,0.9999999
Penile or clitoral erection occurs because of activation of the _________ system.,pathetic,apathetic,sympathetic,parasympathetic,D,True,1.7635244e-07,9.821476e-17,3.5e-44,0.9999999
Which of the following is homologous to the glans of the penis?,labia minora,labia majora,mons,clitoris,D,True,5.583975e-05,6.4040503e-16,5.3e-43,0.9999442
What day of a typical 28-day menstrual cycle is a woman likely to ovulate?,4,10,14,22,C,False,3.0920597e-07,3.188566e-17,1.5e-44,0.99999964
The two principles that deal with questions of values are:,religion and ethics,faith and science,legal and ethics,legal and religion,A,False,1.4965397e-06,3.8242407e-16,1e-44,0.99999845
Studies conducted by Bailey and Pillard (1991) have shown that:,the homosexuality concordance rate for identical twins is 100%,the homosexuality concordance rate for identical twins and fraternal twins is approximately the same,the homosexuality concordance rate for identical twins is higher than for fraternal twins,the homosexuality concordance rate for adoptive brothers differs little from that of biological brothers,C,False,9.424746e-07,9.724571e-18,0.0,0.99999905
The capacity of a spinal-cord injured man to have erections depends on:,the level of the spinal cord at which the injury occurred,whether the spinal cord was partially or completely severed,the man's age,both a and b,D,True,8.683182e-06,2.217943e-15,2.23e-43,0.9999913
Research on the effects of sexually explicit material using material that the viewer finds acceptable has shown that:,erotica has no effect on sexual behavior,erotica may lead to increases in sexual arousal for men and women,nonaggressive erotica leads to massive increases in aggressive behavior,erotica decreases sexual arousal and sexual interest,B,False,6.420201e-06,1.6100576e-15,2.095e-42,0.99999356
Fetishism typically develops at the age of:,30 through 50,at birth,10 through 20,20 through 30,C,False,3.9825127e-06,2.0469636e-16,7.71e-43,0.99999607
Hillary just found out that she is pregnant but she suspects that her husband has been fooling around. It is important that she be tested for chlamydia because chlamydia can cause which of the following complications?,tubal pregnancies,premature delivery,spontaneous abortion,all of the above,D,True,2.495545e-06,2.7060949e-17,6.2e-44,0.9999975
Roman Catholicism takes the position that it is sinful to,engage in homosexual acts,engage in heterosexual acts outside of marriage,take the birth control pill,all of the above,D,True,5.102925e-07,7.413637e-17,1.7e-44,0.9999995
Which of the following is the most common method of birth control for married couples in the U.S..,Sterilization,The IUD,The diaphragm,The rhythm method,A,False,3.3149474e-06,2.643406e-17,1.89e-43,0.99999666
The theory of _______ is used by sociobiologists specifically to explain the evolution of gender differences.,natural selection,the new synthesis,sexual selection,the gender schema,C,False,1.2316216e-06,8.649211e-18,5.77e-43,0.9999988
Experimental work on the introduction of the birth control pill was done with,middle- and upper-class American women,white American women,poor Puerto Rican women,Asian American women,C,False,7.4907115e-07,4.639334e-17,3.8e-44,0.9999993
Which of the following have menstrual cycles?,some monkey species,some ape species,some breeds of dogs,a and b only,D,True,1.7655079e-06,3.8461387e-17,1.8e-44,0.9999982
What sexual act is prohibited in most societies?,masturbation,incest,sex during menstruation,sex with a non-spouse if the person is married.,B,False,1.1512446e-05,1.05367855e-16,4.3e-44,0.99998844
Which of the following is removed when a male is circumcised?,sunna,corpus spongiosum,septum,prepuce,D,True,4.6879627e-06,2.1285039e-16,1.321e-42,0.99999535
Staphylococcus aureus is...,...a hormone released during menstruation,...the term for the follicle after it has ruptured,...a bacterium associated with Toxic Shock Syndrome,...the term for the mass of cells in the corpus luteum,C,False,7.660396e-07,1.5179843e-17,1.5e-44,0.9999993
Jeffrey Dahmer's behaviour might best fit into the category of:,zoophilia,necrophilia,urophilia,scoptophilia,B,False,6.042145e-07,8.515121e-18,2.8e-44,0.9999994
An anatomical difference between males and females is:,"males have one exit structure for urine and reproductive fluids, whereas females have two","males have an external sexual organ that gets engorged with blood, whereas females do not",males have many times the number of nerve endings in the penis that females have in the clitoris.,all of the above,A,False,2.4991408e-07,3.9373536e-17,1e-45,0.99999976
Kenny fell off a ladder while trying to change a lightbulb. He suffered an injury his upper back transecting his spinal cord and leaving him quadraplegic. Which of the following are probably impaired in Kenny?,ejaculation,erection,genital sensation,both A and C,D,True,5.684391e-07,2.091112e-17,3.81e-43,0.9999994
The feedback loop in men which regulates the production of sex hormones includes all but which of the following?,oxytocin,gonadotropin-releasing hormone,follicle-stimulating hormone,pituitary gland,A,False,2.1233784e-06,1.7067133e-17,9e-44,0.99999785
The Old Testament presents the view that sexuality is,fundamentally positive,to be considered in light of its social consequences,comparable to other biological functions,a and b,D,True,6.4869655e-06,7.769378e-17,2.62e-43,0.99999356
Castration in adulthood,will produce a high voice because of decreased testosterone production.,will produce a high voice because of the pain that accompanies the procedure.,will not produce a high voice because the larynx has already grown.,will not produce a high voice because castration does not affect testosterone production.,C,False,1.7364398e-06,1.1082475e-18,4e-45,0.9999982
Xena has been able to conceive but has repeatedly miscarried early in her pregnancies. Which of the following would be her best option for having a child?,artificial insemination,in vitro fertilization,zygote intra-fallopian transfer,embryo transfer,D,True,1.940639e-07,1.3501239e-17,1.5e-44,0.99999976
Which of the following is TRUE of the duration of the refractory period experienced by men?,it is consistent across men and lasts 20 minutes,it varies across men lasting from a few minutes to 24 hours,it tends to be shorter with alcohol consumption,it tends to be longer in younger men,B,False,2.617234e-05,3.2134908e-17,1.5e-44,0.9999738
"At about _________ months after conception, the gender of the fetus is clear from the appearance of external genitals.",2,4,6,8,B,False,1.230119e-06,1.6802548e-17,3.5e-44,0.9999988
__________ is a shedding of the inner lining of the uterus.,Menstruation,Ovulation,The luteal phase,The follicular phase,A,False,9.883562e-06,1.5817615e-16,5.6e-44,0.9999901
"When a woman thinks that she probably is a lesbian, she is at the:",pride stage,tolerance stage,acceptance stage,confusion stage,B,False,2.4869678e-07,6.9498425e-18,1.8e-44,0.99999976
Which of the following STDs can be passed from mother to child through the placenta?,gonorrhea,syphilis,genital herpes,chlamydia,B,False,2.1655393e-05,1.5572202e-16,4.8e-44,0.9999783
Persons with liberal attitudes about premarital sex are likely to:,have liberal attitudes about extramarital sex,engage in accidental extramarital sexual activity,engage in open swinging,all of the above,A,False,2.3181087e-07,3.8763106e-17,8e-45,0.99999976
"Menstrual cramps may be caused, in part, by:",low levels of prostaglandin,an increased oxygen supply to the uterus,highly sensitive nerve endings,frequent masturbation,A,False,1.757143e-05,8.142148e-17,1.271e-42,0.9999825
Avalon had a wild time during spring break. Unfortunately the guy she hooked up with in Palm Beach had genital herpes. Which of the following is true about genital herpes?,Avalon could not contract genital herpes from performing fellatio (oral-genital sex) on the guy.,If Avalon contracted genital herpes she can be cured with antibiotics if administered immediately after the first occurrence.,If Avalon contracted genital herpes she will only be contagious when she has a break out.,none of the above,D,True,0.00026426834,9.5712845e-18,6e-45,0.9997358
Stan is out having a few beers with some friends. Which of the following will be DECREASED if Stan only consumes 1 beer?,arousal,erection,inhibition,orgasm,C,False,3.7048676e-06,6.910247e-17,1.58e-43,0.9999963
Vasocongestion is a process of :,muscle contraction,blood accumulation in the genitals,muscle relaxation,detumescence,B,False,1.7026026e-07,9.499309e-18,4.8e-44,0.9999999
Which of the following is/are secondary sex characteristics in males AND females?,underarm hair,sweat and oil glands,deepening of the voice,both A and B,D,True,3.3568904e-06,5.016303e-17,2.17e-43,0.99999666
It's 3:00 A.M. You are male. You awaken to urinate. Standing at the commode you are in extreme agony. Your penis feels as if it is on fire. You notice a yellowish discharge coming out of your penis after you finish urinating. Your moans have awakened your significant other. She comes running into the bathroom and asks you what is wrong. You tell her you probably have:,genital herpes,AIDS,syphilis,gonorrhea,D,True,4.9399183e-05,3.296544e-16,8.27e-43,0.99995065
Which of these statements is accurate concerning the norms of swinging?,Male and female homosexual acts are common and widely accepted.,It is expected that couples will engage in sex with the same partners on several occasions.,The combination of two men with one woman is the typical introduction to swinging.," Most swingers also tend to have tolerant attitudes towards various forms of ""exotic"" sexuality.",D,True,9.759596e-07,2.2166362e-19,1.1e-44,0.99999905
Romulo is on a crowded bus and he sees a woman near the door. Feeling a little saucy Romulo proceeds to rub up against the woman and is immediately aroused. Romulo's inappropriate behavior would be characterized as:,Frotteurism,Exhibitionism,Voyeurism,Sadomasochism,A,False,5.527542e-08,3.8082e-18,1.7e-44,1.0
Mini-pills contain:,estrogen only,progestin only,synthetic androgens and estrogen,synthetic estrogen,B,False,6.513036e-08,1.2683241e-17,4.3e-44,0.9999999
"Heterosexual fantasies about sexual activity never involve someone _________, and gay and lesbian fantasies never involve persons of __________",Both heterosexual and homosexual fantasies may involve persons of the same or other gender,of the other gender; of the same gender,of the same gender; of the same gender,of the same gender; of the other gender,A,False,2.9675134e-06,2.3645582e-18,1.42e-43,0.999997
Which of the following is typically associated with having a vasectomy?,decreased testosterone production,reduced rigidity of erections,decreased sperm production,normal orgasm,D,True,2.516972e-05,2.7117286e-16,1.07e-42,0.99997485
Which of the following are reflexes?,ejaculation,erection,orgasm,both A and B,D,True,3.3367905e-07,7.8303623e-17,1.2e-43,0.99999964
Which of the following sexual variations is probably the most dangerous?,troilism,asphyxiophilia,zoophilia,necrophilia,B,False,4.6333466e-06,1.0033224e-17,1.14e-43,0.99999535
The follicular phase is to the __________ as the luteal phase is to the secretory phase.,postovulatory,menstrual,proliferative,myometrial,C,False,2.1319665e-05,3.557028e-17,1.1e-44,0.99997866
"For purposes of conception, the best position for intercourse is:",woman-on-top,man-on-top,rear entry,side-to-side,B,False,2.4273431e-06,3.8844605e-16,6.6e-44,0.9999976
"Danny and Sandy are coworkers. Sandy sees Danny in the break room and says ""Hey Stud! Nice buns! Wanna do it?"" This would be considered harrassment if:",Sandy is Danny's supervisor,Danny has previously told Sandy that he does not appreciate her advances,"Danny responds with ""Sure baby your office or mine?""",both A and B,D,True,9.341919e-05,1.2511717e-16,4.334e-42,0.99990654
Erection in the male and vaginal lubrication in the female mark the __________ stage of sexual response.,excitement,resolution,plateau,orgasm,A,False,8.4875694e-07,7.648968e-17,3.1e-44,0.99999917
The placenta does all of the following except:,supplies oxygen to the fetus,supplies nutrients to the fetus,supplies blood to the fetus,secretes hormones,C,False,2.7724562e-05,2.2834984e-16,5.73e-43,0.9999722
Which of the following is the MOST COMMON menstrual problem?,painful menstruation,absence of menstruation,menstruation without ovulation,ovulation without menstruation,A,False,4.089376e-05,3.4012163e-16,2.214e-42,0.9999591
In all of her relationships Helen is typically uncomfortable feeling close to another person or having that person feel close to her. According to attachment theory Helen would best be described as:,a secure lover,an avoidant lover,an anxious-ambivalent lover,a passionate lover,B,False,8.168396e-07,1.4290154e-16,1.3e-44,0.99999917
Approximately how many sperm are in the typical ejaculate?,"300,000",300 million,3 million,30 million,B,False,1.0697903e-06,1.0956638e-16,2.2e-44,0.9999989
Bill is a successful ad executive for a computer company. He is 32 married and the father of two children. When Bill's wife is not home he puts on her satin stockings garter belt bra skirt blouse and red stilettos. While dressing he becomes sexually excited and proceeds to masturbate. Which of the following descriptions best fits Bill?,female impersonator,drag queen,transsexual,transvestite,D,True,5.539172e-07,7.144629e-16,1.81e-43,0.9999994
Sociobiologists assume that the central function of sex is:,pleasure,reproduction,to maintain the double standard,to relieve tension,B,False,3.538147e-07,5.639998e-17,7.3e-44,0.99999964
Which of the following approaches to psychotherapy focuses only the problem behaviour and how to modify it?,Behaviour modification,psychoanalytic,sociological,evolutionary,A,False,4.1593953e-06,8.8038785e-17,6e-44,0.9999958
JD Unwin's book _Sex and Culture_ argues what two things are linked?,homosexuality in sons with distant fathers,sexual abuse and Christianity,civilizational collapse and promiscuity,anthropology and evolution,C,False,3.3194017e-06,3.2710406e-16,1.44e-43,0.99999666
The official condemnation by the Catholic Church of artificial birth control is set forth in _______ encyclical called Humanae Vitae.,Pope John II's,Pope Paul VI's,Pope John Paul I's,Pope John Paul II's,B,False,2.6059313e-08,8.142291e-17,6e-45,1.0
"According to Byrne's law of attraction and his formula, we are attracted to people who:",provide a lot of reinforcement and a small amount of punishment,provide more punishment than reinforcement,provide an equal balance of punishment and reinforcement,are extremely attractive and provide a lot of reinforcement,A,False,1.1142491e-08,1.095665e-16,5.6e-44,1.0
"Benny is the head of a successful corporation. After a hard day at work during which he is under incredible pressure to perform well, he goes home to his wife who proceeds to spank him, tie him to their four poster bed, and tease him until he begs for intercourse. According to psychological theory, what is the most likely reason Benny finds this alluring?","As a child be became sexually aroused pretending to be a powerful executive, so he now becomes aroused at work and must discharge this when he gets home.",He is overcome with feelings of self doubt and his sadomasochistic behaviour allows him a safe outlet for that self doubt.,"He is overwhelmed with pressures and responsibilities at work, and the masochistic behaviour allows him to escape from being an autonomous, separate individual.",He is secretly fascinated by violence and engaging in sadomasochistic behaviour is a relatively safe outlet for it.,C,False,2.295919e-06,1.8091633e-19,0.0,0.99999774
Darla and Janice are two moms raising a son Timmy. Which of the following most likely characterizes Timmy?,He will probably grow up to be gay.,He will not be popular with his peers.,As long as Timmy has at least one supportive and accepting caregiver he will have a healthy development.,His social skills will lag behind his peers who are raised in heterosexual families.,C,False,1.0532046e-06,5.317433e-19,6e-45,0.9999989
What are the experiences when a sexual addict has completed the sexual act?,(s)he experiences feelings of hopelessness and despair,(s)he uses the fantasy of the behaviour just completed to become aroused again,(s)he feels relaxed and emotionally relieved,(s)he immediately becomes sexually aroused again and feels good about the behaviour,A,False,6.2348395e-06,7.01905e-17,1.25e-43,0.9999938
Which of the following is/are likely to cause coital pain for BOTH men and women?,infections,foreskin too tight,vaginismus,both A and C,A,False,9.784826e-06,2.7117704e-16,5.9e-44,0.9999902
The endometrium grows and thickens during:,menstruation,the follicular phase,the luteal phase,ovulation,B,False,6.448477e-06,1.5694576e-16,5.3e-44,0.99999356
Which of the following events INITIATES puberty?,pituitary gland releases FSH,pituitary gland releases growth hormone,hypothalamus releases GNRS,hypothalamus releases LH,C,False,5.583422e-06,2.2434245e-17,6.7e-44,0.9999944
Alexander the Great was probably,bisexual,asexual,heterosexual,pedosexual,A,False,2.662921e-07,2.332805e-17,5.3e-44,0.99999976
Shaggy has a fantasy about digging up a recently buried woman and having sex with her. He told his friends this and they encouraged him to get therapy. As part of the treatment he masturbates to his fantasy and at the last moment before orgasm he switches to a fantasy about having sex with a living woman. This procedure is part of the process of:,orgasmic reconditioning,aversive conditioning,covert sensitization,desensitization therapy,A,False,1.4146691e-05,2.1030581e-18,3.53e-43,0.9999858
How do girls most frequently learn about masturbation?,through reading about it,being told by peers,self-discovery,observing others doing it.,C,False,1.4369465e-05,2.8866512e-16,2e-44,0.9999856
How many centimetres must the cervix dilute to before a baby can be born?,5,10,15,20,B,False,7.7601607e-07,2.94894e-17,7e-45,0.99999917
"From 1988 to 1990 among heterosexuals in the US, the number of unmarried adults aged 20 to 45 who report having multiple partners has:",declined for both men and women,"declined for men, but not for women","declined for women, but not for men","declined for men, and remained the same for women",A,False,8.788651e-09,1.4743784e-16,0.0,1.0
Which is true with regard to voyeurs?,They are generally middle-aged.,They are usually dangerous.,They typically want to view friends' sexual behaviours.,They typically want to observe strangers' activities.,D,True,5.660282e-06,1.8167805e-17,1.738e-42,0.9999944
What are the three dimensions of intimacy in romantic relationships that outline closeness and sharing?,"affective, trusting, and friendship","becoming emotional, caring, and physical","affective, cognitive, and physical","mutual self-disclosure, sexuality, and trusting",C,False,1.4064044e-05,1.4068418e-16,4e-45,0.99998593
Mike and Carol have been married for 5 years. Recently Mike has found that although he wants to have sex with Carol he has trouble getting aroused. However he does not have trouble getting aroused when he sees his secretary at work. Which of the following describe(s) Mike's dysfunction?,Mike suffers from a global dysfunction.,Mike suffers from erectile dysfunction.,Mike suffers from lubrication inhibition.,Mike must be having an affair with his secretary.,B,False,8.714339e-07,1.3160775e-18,0.0,0.99999917
__________ occurs when the fertilized egg implants somewhere other than the uterus.,Pseudocystitis,Ectopic pregnancy,Pre-eclamptic pregnancy,Eclamptic pregnancy,B,False,2.49183e-07,1.6319878e-16,5.3e-44,0.99999976
A pimp can be best described as ,...a male companion-master of a prostitute,...a gigolo who works with a street walker,...an experienced male prostitute,...an escort to a female prostitute,A,False,2.117573e-08,5.2051924e-18,0.0,1.0
Menstruation is triggered by...,...a sharp increase in estrogen levels,...a sharp increase in progesterone levels,...a sharp decrease in estrogen and progesterone levels,...a sharp increase in estrogen and progesterone levels,C,False,1.2950785e-08,1.08713847e-16,8e-45,1.0
Which of the following concerning self-disclosure in relationships is supported by research?,"when one partner in a relationship self-discloses, the other is unlikely to do so",self-disclosure on the part of one partner often leads to self-disclosure on the part of the other,there is a negative correlation between amount of self-disclosure and relationship satisfaction,there is no relationship between amount of self-disclosure and relationship satisfaction,B,False,7.8133905e-07,1.6732049e-19,0.0,0.99999917
Attachment to a care-giver begins:,in the hours immediately following birth,several weeks after birth,several months after birth,when the child learns to speak,A,False,1.3336524e-06,6.038121e-18,5.6e-44,0.9999987
Female sterilization inhibits _________ production.,egg,estrogen,progesterone,none of the above,D,True,1.4548917e-07,3.163753e-17,2.8e-44,0.9999999
Another term for sexual self-stimulation is:,masturbation,autoeroticism,self-eroticism,a and b,D,True,1.5262032e-07,8.3353786e-17,4.8e-44,0.9999999
You have been asked to write a response paper to LeVay's research on brain differences between heterosexuals and homosexuals. Which are plausible criticisms of LeVay's work?,Sample size was relatively small.,Gay and straight groups were not equivalent in terms of the number of deaths due to AIDS.,Lesbians were omitted from the study.,all of the above,D,True,4.8136917e-07,1.6378856e-18,1.7e-44,0.9999995
About ___ % of adolescent males have homosexual experiences during their teenage years.,5,10,20,30,B,False,6.843304e-07,3.7944834e-16,8.1e-44,0.9999993
Hormones are secreted:,directly into the bloodstream,into the tissues surrounding the glands where they were manufactured,into the stomach and then are digested and travel throughout the body,into the ovaries and testes,A,False,3.9994694e-07,5.628153e-18,8e-45,0.99999964
"By 28 days after conception, the embryo is about __________ centimetres long.",1,2,3,4,A,False,9.108926e-08,1.3713854e-17,3e-45,0.9999999
"""The state has no business in the bedrooms of the nation,"" is a famous quote by this former Canadian Prime Minister.",Clark,Mulroney,King,Trudeau,D,True,3.0500732e-07,5.0846126e-18,6e-45,0.99999964
Keith is really anxious about a big presentation he has to give at work tomorrow. As a result tonight he is having trouble getting an erection. Which of the following BEST explains why Keith might be having this problem?,relaxation is necessary for vasocongestion,anxiety inhibits the sympathetic system,anxiety causes retrograde ejaculation which inhibits arousal,anxiety decreases blood flow to the upper spinal cord inhibiting vasocongestion,A,False,1.5547857e-07,4.2241642e-17,6e-45,0.9999999
